MHB_type	Sample	PT_state	loci	nReads	nCPG	MM	PDR	CHALM	MHL	MCR	MBS	Entropy	R2
combinedAll	SDKZ0036	PT-altered	chr13_91175347_91175459	16	12	0.22929936	0.37500000	0.43750000	0.08703696	0.27388535	0.13336995	0.51274424	0.72183442
combinedAll	SDKZ0036	PT-healthy	chr13_91674463_91674636	18	11	0.48739496	0.46666667	0.73333333	0.15885973	0.20168067	0.38504855	0.63404441	0.40316421
combinedAll	SDKZ0036	PT-altered	chr13_91674463_91674636	19	11	0.59821429	0.14285714	0.64285714	0.71233199	0.10714286	0.51204255	0.40297624	0.85281385
combinedAll	SDKZ0036	PT-healthy	chr13_93496345_93496518	20	10	0.39024390	0.21052632	0.42105263	0.16884278	0.08130081	0.27965431	0.56437173	0.75419643
combinedAll	SDKZ0036	PT-altered	chr13_93496345_93496518	27	10	0.73333333	0.23809524	0.80952381	0.67292645	0.07272727	0.68421769	0.37759892	0.73281179
combinedAll	SDKZ0036	PT-healthy	chr13_93560578_93560760	37	10	0.21476510	0.38095238	0.42857143	0.05725114	0.23489933	0.11779431	0.51320030	0.36349484
combinedAll	SDKZ0036	PT-altered	chr13_93560578_93560760	39	10	0.08743169	0.25000000	0.25000000	0.00259977	0.20765027	0.01813836	0.26655519	0.16930049
combinedAll	SDKZ0036	PT-healthy	chr13_97234760_97235050	49	12	0.06278027	0.13043478	0.17391304	0.33229847	0.06278027	0.05072464	0.17611270	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_97234760_97235050	54	12	0.01718213	0.08823529	0.08823529	0.00031240	0.07903780	0.00214576	0.08301568	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr13_98032811_98032863	27	6	0.01169591	0.04000000	0.04000000	0.00046518	0.02923977	0.00326531	0.06474844	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_98032811_98032863	13	6	0.06849315	0.18181818	0.18181818	0.00185139	0.13698630	0.00912801	0.26741029	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr13_98243418_98243570	33	6	0.12878788	0.45000000	0.45000000	0.00983045	0.22727273	0.05254649	0.57298269	-0.01176471
combinedAll	SDKZ0036	PT-altered	chr13_98243418_98243570	29	6	0.18918919	0.47368421	0.47368421	0.02754822	0.23423423	0.10736842	0.53771692	0.12698413
combinedAll	SDKZ0036	PT-healthy	chr13_98571073_98571161	25	6	0.05940594	0.23076923	0.23076923	0.00238116	0.17821782	0.01507947	0.38367463	0.27272727
combinedAll	SDKZ0036	PT-altered	chr13_98571073_98571161	35	6	0.01342282	0.05263158	0.05263158	0.00037286	0.05369128	0.00107411	0.03230844	-0.00308642
combinedAll	SDKZ0036	PT-healthy	chr13_99085303_99085454	30	11	0.05020921	0.26666667	0.26666667	0.00173958	0.21338912	0.02506833	0.20583334	0.23307281
combinedAll	SDKZ0036	PT-altered	chr13_99085303_99085454	21	11	0.03773585	0.22222222	0.22222222	0.00094961	0.15094340	0.00859793	0.21353439	0.27380952
combinedAll	SDKZ0036	PT-healthy	chr13_99380952_99381127	23	8	0.95744681	0.25000000	1.00000000	0.33188886	0.04255319	0.88870328	0.30550837	-0.01562500
combinedAll	SDKZ0036	PT-altered	chr13_99380952_99381127	23	8	0.97321429	0.11764706	1.00000000	0.98444867	0.02678571	0.95629085	0.07410791	-0.01000000
combinedAll	SDKZ0036	PT-healthy	chr13_99575072_99575157	17	7	0.51908397	0.50000000	0.62500000	0.19234936	0.18320611	0.31789471	0.57469479	0.71266667
combinedAll	SDKZ0036	PT-altered	chr13_99575072_99575157	15	7	0.64705882	0.42857143	0.71428571	0.23329203	0.07843137	0.50772949	0.54766507	0.60000000
combinedAll	SDKZ0036	PT-healthy	chr13_99658189_99658308	20	5	0.08280255	0.21052632	0.21052632	0.01169608	0.13375796	0.05379192	0.21322142	0.71875000
combinedAll	SDKZ0036	PT-altered	chr13_99658189_99658308	17	5	0.13740458	0.06666667	0.20000000	0.13565546	0.12977099	0.13407202	0.18154439	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr13_99926215_99926742	57	23	0.02076125	0.15000000	0.15000000	0.00037748	0.13494810	0.00400694	0.17915045	-0.01000000
combinedAll	SDKZ0036	PT-altered	chr13_99926215_99926742	52	23	0.04104478	0.15789474	0.15789474	0.00111787	0.12313433	0.01141608	0.15650242	0.24088843
combinedAll	SDKZ0036	PT-healthy	chr13_100100846_100100944	22	6	0.20869565	0.50000000	0.50000000	0.04538109	0.30434783	0.08059595	0.51602406	0.37441019
combinedAll	SDKZ0036	PT-altered	chr13_100100846_100100944	21	6	0.13636364	0.44444444	0.44444444	0.00688603	0.30000000	0.03769400	0.44462246	0.15803046
combinedAll	SDKZ0036	PT-healthy	chr13_100523545_100523694	35	10	0.11111111	0.32000000	0.32000000	0.00255496	0.25730994	0.01715738	0.42009510	0.41573661
combinedAll	SDKZ0036	PT-altered	chr13_100523545_100523694	33	10	0.25641026	0.66666667	0.66666667	0.00764796	0.47435897	0.06325821	0.64615803	0.06281324
combinedAll	SDKZ0036	PT-healthy	chr13_100526320_100526392	12	7	0.18181818	0.18181818	0.18181818	0.09835344	0.03896104	0.07949907	0.34660533	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_100526320_100526392	17	7	0.18400000	0.33333333	0.40000000	0.04651347	0.22400000	0.11477782	0.36288911	0.86746032
combinedAll	SDKZ0036	PT-healthy	chr13_100530821_100531027	35	6	0.07758621	0.33333333	0.33333333	0.00487036	0.12931034	0.03935185	0.37661080	0.19867451
combinedAll	SDKZ0036	PT-altered	chr13_100530821_100531027	29	6	0.16363636	0.29411765	0.29411765	0.01319560	0.15454545	0.04779412	0.49595793	0.27147099
combinedAll	SDKZ0036	PT-healthy	chr13_100662947_100663340	60	19	0.10344828	0.25641026	0.28205128	0.01727106	0.20689655	0.05248420	0.28174183	0.58913399
combinedAll	SDKZ0036	PT-altered	chr13_100662947_100663340	45	19	0.34645669	0.47058824	0.64705882	0.05846634	0.28346457	0.28022069	0.64660457	0.50242922
combinedAll	SDKZ0036	PT-healthy	chr13_101605536_101605789	31	17	0.70560748	0.56666667	0.90000000	0.41651760	0.21028037	0.55428259	0.55129072	0.63569097
combinedAll	SDKZ0036	PT-altered	chr13_101605536_101605789	24	17	0.47133758	0.40909091	0.59090909	0.47451192	0.13375796	0.38339237	0.46120605	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr13_103932134_103932238	25	5	0.25862069	0.31578947	0.36842105	0.08433454	0.12068966	0.17842471	0.42572256	0.42787062
combinedAll	SDKZ0036	PT-altered	chr13_103932134_103932238	26	5	0.02752294	0.11111111	0.11111111	0.00098296	0.08256881	0.00444444	0.14260037	-0.00591716
combinedAll	SDKZ0036	PT-healthy	chr13_106099982_106100068	14	6	0.45714286	0.46153846	0.61538462	0.08740260	0.22857143	0.30657553	0.71134144	0.28835979
combinedAll	SDKZ0036	PT-altered	chr13_106099982_106100068	14	6	0.73076923	0.30000000	0.80000000	0.78731934	0.07692308	0.61334877	0.36073614	0.56388889
combinedAll	SDKZ0036	PT-healthy	chr13_106796506_106796650	33	7	0.16000000	0.47826087	0.47826087	0.00780193	0.25333333	0.05449842	0.49584862	0.28724893
combinedAll	SDKZ0036	PT-altered	chr13_106796506_106796650	33	7	0.12592593	0.50000000	0.50000000	0.00519763	0.28148148	0.03398758	0.56861695	-0.02243590
combinedAll	SDKZ0036	PT-healthy	chr13_108915887_108915954	33	6	0.02158273	0.13333333	0.13333333	0.00144467	0.07913669	0.00680272	0.13470421	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_108915887_108915954	30	6	0.05882353	0.15789474	0.15789474	0.00553218	0.09558824	0.01087540	0.17334226	0.40565747
combinedAll	SDKZ0036	PT-healthy	chr13_109355995_109356216	25	14	0.86567164	0.53333333	1.00000000	0.54723623	0.13432836	0.67998833	0.51262600	0.36919643
combinedAll	SDKZ0036	PT-altered	chr13_109355995_109356216	22	14	0.63358779	0.72222222	0.94444444	0.52460357	0.29770992	0.45978686	0.66867703	0.42141534
combinedAll	SDKZ0036	PT-healthy	chr13_109665909_109666058	23	9	0.71428571	0.58823529	0.88235294	0.18340606	0.16541353	0.53239481	0.72277754	0.34312169
combinedAll	SDKZ0036	PT-altered	chr13_109665909_109666058	17	9	0.93457944	0.33333333	1.00000000	0.75916160	0.06542056	0.81343416	0.28357091	0.14062500
combinedAll	SDKZ0036	PT-healthy	chr13_109685134_109685292	28	8	0.04430380	0.13043478	0.13043478	0.00368390	0.11392405	0.01619843	0.23902498	-0.00826446
combinedAll	SDKZ0036	PT-altered	chr13_109685134_109685292	29	8	0.06626506	0.33333333	0.33333333	0.00173568	0.29518072	0.01138110	0.34788949	-0.01963620
combinedAll	SDKZ0036	PT-healthy	chr13_109781424_109781724	46	15	0.07053942	0.24242424	0.24242424	0.00184198	0.17842324	0.01743244	0.19901820	0.26146762
combinedAll	SDKZ0036	PT-altered	chr13_109781424_109781724	50	15	0.19672131	0.55882353	0.58823529	0.00765781	0.38114754	0.07557507	0.54346220	0.17429957
combinedAll	SDKZ0036	PT-healthy	chr13_110301630_110301798	44	7	0.10043668	0.13513514	0.18918919	0.42502119	0.08733624	0.06911886	0.34342340	0.53755310
combinedAll	SDKZ0036	PT-altered	chr13_110301630_110301798	38	7	0.05389222	0.13793103	0.17241379	0.00656982	0.13173653	0.03925976	0.26271614	0.73023504
combinedAll	SDKZ0036	PT-healthy	chr13_110330143_110330344	50	9	0.02643172	0.15384615	0.15384615	0.00161450	0.08370044	0.01253707	0.15308166	0.39013278
combinedAll	SDKZ0036	PT-altered	chr13_110330143_110330344	36	9	0.05213270	0.17857143	0.17857143	0.00570178	0.13270142	0.02126084	0.21466462	0.49804687
combinedAll	SDKZ0036	PT-healthy	chr13_110330617_110330688	22	7	0.05797101	0.25000000	0.25000000	0.00393361	0.18115942	0.03431122	0.29429446	0.18257718
combinedAll	SDKZ0036	PT-altered	chr13_110330617_110330688	15	7	0.07070707	0.21428571	0.21428571	0.00515594	0.15151515	0.02802579	0.25314850	0.58762346
combinedAll	SDKZ0036	PT-healthy	chr13_110347875_110347996	21	7	0.79816514	0.37500000	0.87500000	0.46355753	0.10091743	0.67248698	0.49477697	0.33431609
combinedAll	SDKZ0036	PT-altered	chr13_110347875_110347996	24	7	0.25409836	0.35294118	0.41176471	0.03714705	0.23770492	0.13882412	0.54115566	0.65036731
combinedAll	SDKZ0036	PT-healthy	chr13_110507839_110508083	41	12	0.20388350	0.34782609	0.39130435	0.25068510	0.20873786	0.13147080	0.53736850	0.70185185
combinedAll	SDKZ0036	PT-altered	chr13_110507839_110508083	39	12	0.16129032	0.50000000	0.50000000	0.02721303	0.30107527	0.09018122	0.49212889	-0.01234568
combinedAll	SDKZ0036	PT-healthy	chr13_110524794_110524905	24	6	0.15384615	0.50000000	0.50000000	0.01211081	0.25000000	0.08940972	0.57379612	0.62500000
combinedAll	SDKZ0036	PT-altered	chr13_110524794_110524905	31	6	0.13605442	0.47619048	0.47619048	0.01584262	0.27891156	0.05868859	0.57421742	0.16212910
combinedAll	SDKZ0036	PT-healthy	chr13_110547118_110547227	15	5	0.70588235	0.33333333	0.83333333	0.48159217	0.13235294	0.59833333	0.57990688	0.52125496
combinedAll	SDKZ0036	PT-altered	chr13_110547118_110547227	23	5	0.37837838	0.21052632	0.42105263	0.11869987	0.09909910	0.26667316	0.53004733	0.95238095
combinedAll	SDKZ0036	PT-healthy	chr13_110562451_110562522	15	7	0.15596330	0.53333333	0.53333333	0.00507353	0.37614679	0.03976682	0.54533067	0.20448512
combinedAll	SDKZ0036	PT-altered	chr13_110562451_110562522	16	7	0.10526316	0.43750000	0.43750000	0.00577926	0.32456140	0.03758681	0.43116141	0.09833588
combinedAll	SDKZ0036	PT-healthy	chr13_110822431_110822471	13	5	0.94565217	0.15384615	1.00000000	0.78664341	0.05434783	0.90325261	0.22403743	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_110822431_110822471	14	5	0.91836735	0.35714286	1.00000000	0.84851278	0.08163265	0.76778881	0.40197531	0.13269547
combinedAll	SDKZ0036	PT-healthy	chr13_111217791_111217879	20	7	0.01910828	0.16666667	0.16666667	0.00034742	0.15286624	0.00261488	0.15598572	-0.01098901
combinedAll	SDKZ0036	PT-altered	chr13_111217791_111217879	18	7	0.02439024	0.20000000	0.20000000	0.00044346	0.16260163	0.00425467	0.11866913	-0.01515152
combinedAll	SDKZ0036	PT-healthy	chr13_112588551_112588617	15	9	0.47368421	0.60000000	0.73333333	0.15627499	0.27067669	0.31996585	0.70720595	0.46329004
combinedAll	SDKZ0036	PT-altered	chr13_112588551_112588617	13	9	0.78461538	0.76923077	0.92307692	0.49728133	0.18461538	0.56159462	0.50218387	0.55613426
combinedAll	SDKZ0036	PT-healthy	chr13_112823479_112823613	27	7	0.20740741	0.21739130	0.34782609	0.05437827	0.13333333	0.16425121	0.27906939	0.79977356
combinedAll	SDKZ0036	PT-altered	chr13_112823479_112823613	31	7	0.05660377	0.30769231	0.30769231	0.00200635	0.17610063	0.02290598	0.19087800	-0.00308642
combinedAll	SDKZ0036	PT-healthy	chr13_112879017_112879141	31	10	0.04402516	0.04761905	0.09523810	0.00755700	0.01257862	0.05357143	0.07364941	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_112879017_112879141	25	10	0.04166667	0.25000000	0.25000000	0.00075758	0.22023810	0.00621652	0.25094762	0.10343774
combinedAll	SDKZ0036	PT-healthy	chr13_112929745_112929945	20	10	0.73529412	0.66666667	1.00000000	0.21655014	0.26470588	0.55834019	0.64066409	0.16096515
combinedAll	SDKZ0036	PT-altered	chr13_112929745_112929945	22	10	0.74226804	0.66666667	1.00000000	0.57486189	0.22680412	0.55389229	0.66337389	0.24021164
combinedAll	SDKZ0036	PT-healthy	chr13_112931360_112931464	21	5	0.07194245	0.25000000	0.25000000	0.00310303	0.17985612	0.02039648	0.24798876	0.73076923
combinedAll	SDKZ0036	PT-altered	chr13_112931360_112931464	32	5	0.09545455	0.27586207	0.27586207	0.00789341	0.16363636	0.04416188	0.32871593	0.29813131
combinedAll	SDKZ0036	PT-healthy	chr13_112985339_112985412	13	8	0.17821782	0.25000000	0.41666667	0.14251599	0.16831683	0.17238284	0.30143298	0.87389771
combinedAll	SDKZ0036	PT-altered	chr13_112985339_112985412	18	8	0.06666667	0.11111111	0.16666667	0.02968110	0.13333333	0.05657016	0.21723564	0.72906954
combinedAll	SDKZ0036	PT-healthy	chr13_113152976_113153111	19	13	0.50303030	0.33333333	0.61111111	0.42407990	0.13939394	0.39854400	0.50314128	0.83516828
combinedAll	SDKZ0036	PT-altered	chr13_113152976_113153111	13	13	0.47368421	0.30769231	0.61538462	0.29725211	0.19548872	0.37505502	0.58169367	0.75590278
combinedAll	SDKZ0036	PT-healthy	chr13_113171437_113171575	21	7	0.21259843	0.44444444	0.50000000	0.03420066	0.38582677	0.08177607	0.68056860	0.24046910
combinedAll	SDKZ0036	PT-altered	chr13_113171437_113171575	16	7	0.45360825	0.64285714	0.85714286	0.43457566	0.37113402	0.28669582	0.76022995	0.49206349
combinedAll	SDKZ0036	PT-healthy	chr13_113171607_113171937	29	19	0.78974359	0.45833333	1.00000000	0.42538908	0.21025641	0.68358101	0.61673270	0.14680768
combinedAll	SDKZ0036	PT-altered	chr13_113171607_113171937	20	19	0.85217391	0.27777778	1.00000000	0.85314463	0.14782609	0.76734521	0.37110537	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr13_113396578_113396687	23	7	0.11224490	0.09090909	0.18181818	0.01329472	0.09183673	0.09659091	0.09539512	1.00000000
combinedAll	SDKZ0036	PT-altered	chr13_113396578_113396687	18	7	0.05813953	0.15384615	0.15384615	0.00243198	0.12790698	0.00694444	0.12517790	-0.01234568
combinedAll	SDKZ0036	PT-healthy	chr13_113981191_113981535	28	12	0.28688525	0.50000000	0.66666667	0.04220289	0.22950820	0.23117042	0.61059766	0.63888889
combinedAll	SDKZ0036	PT-altered	chr13_113981191_113981535	32	12	0.09790210	0.15000000	0.20000000	0.09159858	0.12587413	0.07119447	0.34951228	0.85714286
combinedAll	SDKZ0036	PT-healthy	chr13_114034747_114034858	16	5	0.30985915	0.63636364	0.63636364	0.01894131	0.38028169	0.04753788	0.64321967	0.07407407
combinedAll	SDKZ0036	PT-altered	chr13_114034747_114034858	23	5	0.18803419	0.41176471	0.41176471	0.01981512	0.23931624	0.07350899	0.48486458	0.54270396
combinedAll	SDKZ0036	PT-healthy	chr13_114047305_114047611	33	12	0.07518797	0.24000000	0.24000000	0.00714157	0.11278195	0.04910000	0.24619240	0.18777778
combinedAll	SDKZ0036	PT-altered	chr13_114047305_114047611	28	12	0.13157895	0.40000000	0.40000000	0.01591777	0.27192982	0.04880471	0.50125476	0.48979592
combinedAll	SDKZ0036	PT-healthy	chr13_114116416_114116522	17	7	0.67777778	0.61538462	0.92307692	0.57387588	0.27777778	0.49431956	0.70453398	0.15754960
combinedAll	SDKZ0036	PT-altered	chr13_114116416_114116522	13	7	0.87804878	0.45454545	1.00000000	0.84539839	0.12195122	0.69949495	0.44317848	0.47236251
combinedAll	SDKZ0036	PT-healthy	chr14_20690172_20690216	20	5	0.48571429	0.72222222	0.77777778	0.30581267	0.35000000	0.21145844	0.79682699	0.11123890
combinedAll	SDKZ0036	PT-altered	chr14_20690172_20690216	22	5	0.58024691	0.38888889	0.66666667	0.37496867	0.13580247	0.40711529	0.64564307	0.58476518
combinedAll	SDKZ0036	PT-healthy	chr14_22070424_22070549	18	5	0.14285714	0.30000000	0.30000000	0.01649891	0.15714286	0.05025000	0.36062702	0.62202381
combinedAll	SDKZ0036	PT-altered	chr14_22070424_22070549	20	5	0.11881188	0.23529412	0.29411765	0.04322050	0.18811881	0.07446487	0.25752735	0.63163580
combinedAll	SDKZ0036	PT-healthy	chr14_22295916_22295971	17	5	0.33571429	0.58823529	0.64705882	0.04950158	0.28571429	0.20563538	0.58197941	0.49629630
combinedAll	SDKZ0036	PT-altered	chr14_22295916_22295971	19	5	0.19767442	0.47368421	0.52631579	0.03603890	0.34302326	0.09298885	0.55502940	0.72839506
combinedAll	SDKZ0036	PT-healthy	chr14_22296001_22296060	18	6	0.20000000	0.33333333	0.33333333	0.02224618	0.16000000	0.07585557	0.55526084	0.58274912
combinedAll	SDKZ0036	PT-altered	chr14_22296001_22296060	20	6	0.16042781	0.40000000	0.40000000	0.01283750	0.26737968	0.04960153	0.49251565	0.82692308
combinedAll	SDKZ0036	PT-healthy	chr14_22814174_22814424	34	8	0.07758621	0.09090909	0.09090909	0.00848740	0.02586207	0.05113636	0.06247057	0.46250000
combinedAll	SDKZ0036	PT-altered	chr14_22814174_22814424	26	8	0.50000000	0.36363636	0.54545455	0.17732083	0.08695652	0.35590909	0.44537408	0.47351190
combinedAll	SDKZ0036	PT-healthy	chr14_22838063_22838205	18	6	0.21348315	0.50000000	0.50000000	0.01568218	0.28089888	0.07555130	0.60646095	0.36172161
combinedAll	SDKZ0036	PT-altered	chr14_22838063_22838205	20	6	0.18279570	0.37500000	0.43750000	0.06878852	0.21505376	0.15047690	0.40608048	0.79876543
combinedAll	SDKZ0036	PT-healthy	chr14_23154407_23154773	53	20	0.13986014	0.31707317	0.34146341	0.03566180	0.19580420	0.07614122	0.38277678	0.91296296
combinedAll	SDKZ0036	PT-altered	chr14_23154407_23154773	50	20	0.14336918	0.36585366	0.41463415	0.00837077	0.26881720	0.09379214	0.43337084	0.46330706
combinedAll	SDKZ0036	PT-healthy	chr14_23180822_23180951	17	7	0.11111111	0.00000000	0.13333333	0.05193712	0.00000000	0.13333333	0.11956254	1.00000000
combinedAll	SDKZ0036	PT-altered	chr14_23180822_23180951	17	7	0.50925926	0.53846154	0.76923077	0.12423333	0.24074074	0.33248160	0.81058750	0.73333333
combinedAll	SDKZ0036	PT-healthy	chr14_23955039_23955157	28	11	0.01945525	0.17857143	0.17857143	0.00035373	0.16342412	0.00212552	0.15689407	-0.00952381
combinedAll	SDKZ0036	PT-altered	chr14_23955039_23955157	16	11	0.04316547	0.25000000	0.25000000	0.00108047	0.20863309	0.00735247	0.17277486	-0.00591716
combinedAll	SDKZ0036	PT-healthy	chr14_24177172_24177278	16	5	0.17910448	0.10000000	0.20000000	0.35025413	0.08955224	0.10400000	0.24794004	1.00000000
combinedAll	SDKZ0036	PT-altered	chr14_24177172_24177278	17	5	0.36585366	0.33333333	0.53333333	0.29393047	0.14634146	0.31490221	0.49804392	0.71428571
combinedAll	SDKZ0036	PT-healthy	chr14_25042522_25042621	24	5	0.93162393	0.31578947	1.00000000	0.77267067	0.06837607	0.81778106	0.34673718	0.14997997
combinedAll	SDKZ0036	PT-altered	chr14_25042522_25042621	25	5	0.91262136	0.28571429	1.00000000	0.67606999	0.08737864	0.85628928	0.30887806	-0.01562500
combinedAll	SDKZ0036	PT-healthy	chr14_25252873_25253069	37	9	0.13227513	0.50000000	0.53571429	0.01538084	0.34391534	0.06358074	0.50486218	0.34126584
combinedAll	SDKZ0036	PT-altered	chr14_25252873_25253069	39	9	0.07035176	0.36000000	0.36000000	0.00150640	0.24623116	0.01200488	0.36002865	0.30238170
combinedAll	SDKZ0036	PT-healthy	chr14_26204752_26204840	33	6	0.13259669	0.14814815	0.18518519	0.03940199	0.06077348	0.06773148	0.33606264	0.55150481
combinedAll	SDKZ0036	PT-altered	chr14_26204752_26204840	26	6	0.02112676	0.10000000	0.10000000	0.00038412	0.05633803	0.00727041	0.05725105	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr14_29990439_29990516	17	9	0.51149425	0.43750000	0.68750000	0.26061727	0.20689655	0.38934202	0.64354340	0.56013909
combinedAll	SDKZ0036	PT-altered	chr14_29990439_29990516	18	9	0.30769231	0.27777778	0.61111111	0.13301173	0.25824176	0.33737741	0.40514601	0.79414145
combinedAll	SDKZ0036	PT-healthy	chr14_29990527_29990676	27	11	0.21645022	0.38461538	0.38461538	0.09952032	0.22943723	0.06031344	0.54543083	0.71666667
combinedAll	SDKZ0036	PT-altered	chr14_29990527_29990676	32	11	0.08333333	0.28125000	0.31250000	0.01104764	0.22222222	0.04767609	0.26425042	0.69193718
combinedAll	SDKZ0036	PT-healthy	chr14_33793364_33793458	23	5	0.10434783	0.41176471	0.41176471	0.00350242	0.29565217	0.02061633	0.37638215	0.04615412
combinedAll	SDKZ0036	PT-altered	chr14_33793364_33793458	19	5	0.19791667	0.47058824	0.47058824	0.02082797	0.27083333	0.08758837	0.59578390	0.17081448
combinedAll	SDKZ0036	PT-healthy	chr14_34601249_34601350	16	6	0.50649351	0.54545455	0.81818182	0.46922367	0.25974026	0.38363636	0.63045554	0.44115741
combinedAll	SDKZ0036	PT-altered	chr14_34601249_34601350	17	6	0.23076923	0.43750000	0.56250000	0.25620741	0.36538462	0.14246378	0.47511474	0.80162738
combinedAll	SDKZ0036	PT-healthy	chr14_34734909_34735242	27	21	0.38172043	0.60000000	0.68000000	0.06088008	0.33870968	0.23632316	0.68902040	0.66461039
combinedAll	SDKZ0036	PT-altered	chr14_34734909_34735242	28	21	0.46107784	0.80952381	0.80952381	0.06774876	0.37125749	0.19542794	0.81194994	0.51514739
combinedAll	SDKZ0036	PT-healthy	chr14_35291117_35291286	24	9	0.06122449	0.10000000	0.10000000	0.00938234	0.05442177	0.02339892	0.26228653	1.00000000
combinedAll	SDKZ0036	PT-altered	chr14_35291117_35291286	21	9	0.09016393	0.15789474	0.15789474	0.00947994	0.06557377	0.03959795	0.27277391	0.39351852
combinedAll	SDKZ0036	PT-healthy	chr14_35332366_35332531	30	10	0.37414966	0.40000000	0.65000000	0.22311561	0.19727891	0.33064819	0.47108685	0.82666667
combinedAll	SDKZ0036	PT-altered	chr14_35332366_35332531	37	10	0.07655502	0.27586207	0.31034483	0.00373830	0.25358852	0.04318886	0.19244781	0.24455236
combinedAll	SDKZ0036	PT-healthy	chr14_35335811_35335937	32	7	0.07051282	0.28571429	0.28571429	0.00444992	0.17307692	0.03564444	0.32123564	0.56608982
combinedAll	SDKZ0036	PT-altered	chr14_35335811_35335937	41	7	0.03030303	0.13333333	0.13333333	0.00148441	0.12121212	0.00537269	0.26777767	0.28530579
combinedAll	SDKZ0036	PT-healthy	chr14_36162491_36162546	25	6	0.20769231	0.17647059	0.23529412	0.08669629	0.06153846	0.12244898	0.33415656	0.67887172
combinedAll	SDKZ0036	PT-altered	chr14_36162491_36162546	17	6	0.12195122	0.08333333	0.16666667	0.06295635	0.06097561	0.08854167	0.15135666	0.84554731
combinedAll	SDKZ0036	PT-healthy	chr14_38256407_38256564	24	9	0.85271318	0.50000000	1.00000000	0.32674476	0.13178295	0.70891310	0.51220339	0.20590299
combinedAll	SDKZ0036	PT-altered	chr14_38256407_38256564	27	9	0.92028986	0.31818182	1.00000000	0.82966025	0.06521739	0.86142045	0.30192956	0.17500000
combinedAll	SDKZ0036	PT-healthy	chr14_41606657_41606727	13	7	0.02097902	0.23076923	0.23076923	0.00038144	0.31468531	0.00166688	0.14892923	-0.02040816
combinedAll	SDKZ0036	PT-altered	chr14_41606657_41606727	18	7	0.04301075	0.18750000	0.18750000	0.00237509	0.10215054	0.01835459	0.19057163	0.61724717
combinedAll	SDKZ0036	PT-healthy	chr14_45551789_45551874	23	6	0.73134328	0.17647059	0.76470588	0.55066398	0.04477612	0.65394958	0.44400326	0.78161855
combinedAll	SDKZ0036	PT-altered	chr14_45551789_45551874	14	6	0.45348837	0.27272727	0.45454545	0.21930363	0.03488372	0.35326622	0.37146722	0.84201389
combinedAll	SDKZ0036	PT-healthy	chr14_46384852_46384932	19	5	0.44047619	0.15384615	0.53846154	0.24729623	0.05952381	0.42735043	0.46335142	0.65447090
combinedAll	SDKZ0036	PT-altered	chr14_46384852_46384932	23	5	0.51190476	0.15384615	0.46153846	0.37210988	0.05952381	0.38728632	0.40970168	0.80646967
combinedAll	SDKZ0036	PT-healthy	chr14_47298716_47298932	31	14	0.20103093	0.40740741	0.48148148	0.02932345	0.30927835	0.13636366	0.43914097	0.61894356
combinedAll	SDKZ0036	PT-altered	chr14_47298716_47298932	28	14	0.09852217	0.37037037	0.37037037	0.00398797	0.35960591	0.02063439	0.32157671	0.21826299
combinedAll	SDKZ0036	PT-healthy	chr14_52835646_52835708	14	5	0.91891892	0.33333333	1.00000000	0.74650131	0.08108108	0.76324074	0.35314990	0.40000000
combinedAll	SDKZ0036	PT-altered	chr14_52835646_52835708	12	5	0.96825397	0.10000000	1.00000000	0.89147710	0.03174603	0.91666667	0.16984132	1.00000000
combinedAll	SDKZ0036	PT-healthy	chr14_54815132_54815269	31	9	0.08670520	0.00000000	0.10714286	0.01960505	0.00000000	0.10714286	0.09523665	1.00000000
combinedAll	SDKZ0036	PT-altered	chr14_54815132_54815269	35	9	0.05389222	0.04166667	0.08333333	0.03330289	0.03592814	0.04427083	0.16611391	0.78359751
combinedAll	SDKZ0036	PT-healthy	chr14_54870468_54870934	56	20	0.04797048	0.13333333	0.15555556	0.03665117	0.08856089	0.02778395	0.21095332	0.92968750
combinedAll	SDKZ0036	PT-altered	chr14_54870468_54870934	59	20	0.10067114	0.08888889	0.15555556	0.34075301	0.04362416	0.08538272	0.22508963	0.90481415
combinedAll	SDKZ0036	PT-healthy	chr14_54949223_54949432	31	7	0.18382353	0.36363636	0.40909091	0.01482979	0.30147059	0.07438903	0.44304194	0.72923280
combinedAll	SDKZ0036	PT-altered	chr14_54949223_54949432	40	7	0.42134831	0.58333333	0.66666667	0.10171299	0.29213483	0.19874322	0.74639254	0.33421220
combinedAll	SDKZ0036	PT-healthy	chr14_55599513_55599720	26	11	0.46456693	0.18750000	0.43750000	0.60808021	0.04724409	0.34095982	0.44730245	0.71264411
